epoch,train_loss,valid_loss,accuracy,macro_f1,time
-1,,,,,2024-07-06 18:48:09.806740
0,0.4779711961746216,0.4691489338874817,0.8728955984115601,0.8718836630272291,0:16
1,0.4693458378314972,0.46465402841567993,0.8766834735870361,0.8759538609420824,0:12
2,0.4660590589046478,0.46141406893730164,0.8842592835426331,0.8835342268865819,0:13
3,0.4631368815898895,0.4600710868835449,0.8825757503509521,0.8818284661757069,0:12
4,0.4612531065940857,0.45543327927589417,0.8943602442741394,0.89377813027857,0:12
5,0.45872437953948975,0.4524250626564026,0.8888888955116272,0.8883111057089952,0:12
6,0.45643699169158936,0.46022579073905945,0.8876262903213501,0.8865332785844248,0:12
7,0.45478886365890503,0.45427417755126953,0.8888888955116272,0.8877888555892313,0:12
8,0.4520748555660248,0.46206656098365784,0.8863636255264282,0.8857361799736667,0:13
9,0.4518984258174896,0.4605914354324341,0.8888888955116272,0.8881702054562194,0:12
10,0.4507237374782562,0.44415515661239624,0.8968855142593384,0.8961004324912247,0:13
11,0.45136886835098267,0.4421527087688446,0.8956229090690613,0.8950239710035476,0:12
12,0.45314204692840576,0.47866708040237427,0.872474730014801,0.8718135073111356,0:12
13,0.45458728075027466,0.4606960713863373,0.8842592835426331,0.8835929729998404,0:12
14,0.45223766565322876,0.45551085472106934,0.8855218887329102,0.884924656094186,0:12
15,0.4521304965019226,0.5447292923927307,0.8097643256187439,0.8078190808553491,0:12
16,0.4542589485645294,0.4549880623817444,0.8897306323051453,0.8889004426182829,0:12
17,0.45555543899536133,0.4500826895236969,0.8922559022903442,0.8913565109075244,0:12
18,0.45560646057128906,0.5128075480461121,0.8577440977096558,0.8568944128073014,0:13
19,0.4564443826675415,0.5635794401168823,0.7941918969154358,0.7883131754033412,0:12
20,0.4550067186355591,0.47638407349586487,0.8569023609161377,0.8548131901828252,0:12
21,0.45443570613861084,0.497843474149704,0.8526936173439026,0.8518050481023286,0:13
22,0.4539259672164917,0.45277681946754456,0.8909932374954224,0.8897927291507967,0:12
23,0.45662423968315125,0.446367472410202,0.8922559022903442,0.8915929311545403,0:12
24,0.4576511085033417,0.47544726729393005,0.8787878751754761,0.8778284768533539,0:12
25,0.4540531635284424,0.46082380414009094,0.8930976390838623,0.8924658453324775,0:12
26,0.4525143504142761,0.5012175440788269,0.8539562225341797,0.8532995354837113,0:12
27,0.4513034522533417,0.4565308392047882,0.8909932374954224,0.8900654591722331,0:12
28,0.4499717056751251,0.45992231369018555,0.8888888955116272,0.8879157795351437,0:12
29,0.4513557553291321,0.44536325335502625,0.8981481194496155,0.8971108632754394,0:12
30,0.45238345861434937,0.46837514638900757,0.8682659864425659,0.8655027456433125,0:12
31,0.45043689012527466,0.467132568359375,0.8842592835426331,0.8826289960915737,0:12
32,0.44970881938934326,0.46586090326309204,0.8834174871444702,0.8817645887131401,0:13
33,0.4465392231941223,0.5097990036010742,0.8421717286109924,0.8408759226517271,0:12
34,0.45046254992485046,0.44824063777923584,0.8930976390838623,0.8925383382910573,0:12
35,0.44858625531196594,0.44606491923332214,0.8977272510528564,0.8971292927149132,0:12
36,0.44653794169425964,0.4811142385005951,0.8699495196342468,0.8693815595542597,0:12
37,0.44602134823799133,0.44592830538749695,0.8994107842445374,0.8987761011909898,0:13
38,0.44413837790489197,0.4712200164794922,0.8922559022903442,0.8911769173958152,0:12
39,0.4439002573490143,0.45338597893714905,0.8867844939231873,0.8859169547498127,0:12
40,0.4433041512966156,0.440225213766098,0.8989899158477783,0.8983292469832201,0:13
41,0.44436216354370117,0.43971818685531616,0.8994107842445374,0.8987246336474376,0:12
42,0.441653311252594,0.4473952054977417,0.8989899158477783,0.8982533868661244,0:12
43,0.44510138034820557,0.4597190022468567,0.8977272510528564,0.8966273801599791,0:12
44,0.44352924823760986,0.45623984932899475,0.9002525210380554,0.8996097071476757,0:12
45,0.4415062963962555,0.4438842833042145,0.9023569226264954,0.901468107977603,0:13
46,0.44133129715919495,0.44232121109962463,0.9061447978019714,0.9053554792233405,0:13
47,0.4395906925201416,0.43411317467689514,0.9061447978019714,0.9055137786199032,0:12
48,0.43940839171409607,0.4535568654537201,0.8952020406723022,0.8946751972837428,0:12
49,0.4398379325866699,0.4454694092273712,0.8947811722755432,0.8941338846302423,0:12
50,0.43865934014320374,0.4384869933128357,0.9053030014038086,0.9045588035918619,0:12
51,0.4398288130760193,0.44015029072761536,0.9061447978019714,0.9055084541797922,0:12
52,0.43733489513397217,0.4399130940437317,0.9031986594200134,0.9023941821445146,0:12
53,0.4364953339099884,0.43586069345474243,0.9074074029922485,0.9068055330042244,0:12
54,0.43569299578666687,0.46476420760154724,0.8851010203361511,0.8841915878762223,0:12
55,0.4343454837799072,0.4537045657634735,0.8943602442741394,0.8937764440779509,0:12
56,0.431127667427063,0.44997620582580566,0.8998316526412964,0.899388844951316,0:12
57,0.4320950508117676,0.44607841968536377,0.8960437774658203,0.8947373972920662,0:12
58,0.4313897490501404,0.4362854063510895,0.9107744097709656,0.9100868456157558,0:12
59,0.429494708776474,0.4396655261516571,0.8998316526412964,0.8990631906417852,0:12
60,0.42901888489723206,0.43865400552749634,0.9069865345954895,0.9064411980787044,0:12
61,0.4285511076450348,0.4374389052391052,0.9057239294052124,0.9050705773879412,0:12
62,0.4254520833492279,0.4431092143058777,0.9023569226264954,0.9018323360813557,0:12
63,0.42621713876724243,0.43447598814964294,0.9082491397857666,0.9077024809118526,0:12
64,0.4247754216194153,0.43964043259620667,0.9036195278167725,0.9029725615651638,0:12
65,0.42379775643348694,0.431587815284729,0.9124578833580017,0.9119430044396141,0:13
66,0.4220990240573883,0.44207528233528137,0.8985690474510193,0.8970540161783804,0:12
67,0.42218631505966187,0.43822523951530457,0.9053030014038086,0.9046091435916741,0:12
68,0.42121410369873047,0.436789870262146,0.9061447978019714,0.9053342824834666,0:12
69,0.42126065492630005,0.4331810474395752,0.9099326729774475,0.9092818697835054,0:12
70,0.4193050265312195,0.4321401119232178,0.9099326729774475,0.9090487974959562,0:12
71,0.4190182387828827,0.42937299609184265,0.9124578833580017,0.9117024256220803,0:12
72,0.4189164638519287,0.44349393248558044,0.9040403962135315,0.903579595768101,0:12
73,0.4158155620098114,0.43382930755615234,0.9120370149612427,0.9112283056637448,0:12
74,0.41822850704193115,0.4332071840763092,0.9061447978019714,0.9052234467652192,0:12
75,0.41576433181762695,0.4309561252593994,0.9137205481529236,0.9130603288642347,0:12
76,0.4138973653316498,0.4320473074913025,0.9078282713890076,0.9070994421805875,0:12
77,0.41268882155418396,0.43112340569496155,0.9132996797561646,0.9127488399853159,0:12
78,0.4117679297924042,0.4363577365875244,0.9006733894348145,0.8997979642002911,0:12
79,0.4118436276912689,0.4380964934825897,0.9061447978019714,0.9050531093507719,0:12
80,0.4111073911190033,0.4312322437763214,0.9082491397857666,0.9075569288301082,0:12
81,0.4100818634033203,0.4298363924026489,0.9099326729774475,0.9092963564340211,0:12
82,0.4090798497200012,0.43230578303337097,0.9116161465644836,0.9109725255395165,0:12
83,0.4076733887195587,0.43097496032714844,0.9145622849464417,0.9139659461076584,0:12
84,0.40708619356155396,0.43112248182296753,0.9124578833580017,0.9117257332078802,0:12
85,0.4062380790710449,0.4336960017681122,0.9141414165496826,0.91359467497787,0:12
86,0.4048732817173004,0.4329794943332672,0.9095118045806885,0.9087215467381841,0:12
87,0.4048248827457428,0.43152594566345215,0.9137205481529236,0.9130860082313,0:12
88,0.40436986088752747,0.4331279695034027,0.9090909361839294,0.9083713425268477,0:12
89,0.4029467701911926,0.43317678570747375,0.9107744097709656,0.9100799416512061,0:12
90,0.40202656388282776,0.4336813986301422,0.9082491397857666,0.9075079953473468,0:12
91,0.4025825262069702,0.43077555298805237,0.9141414165496826,0.9134815722146103,0:12
92,0.40250155329704285,0.4315536916255951,0.9145622849464417,0.9139231244026931,0:12
93,0.40227803587913513,0.4317278563976288,0.9154040217399597,0.9147246740812286,0:12
94,0.40186333656311035,0.431557297706604,0.9141414165496826,0.9134571917066608,0:12
95,0.40176236629486084,0.4323401153087616,0.9158248901367188,0.9152214883846125,0:12
96,0.40161553025245667,0.43030765652656555,0.9158248901367188,0.9151884372123925,0:12
97,0.40006938576698303,0.43070194125175476,0.9145622849464417,0.9138994059899409,0:12
98,0.3998754322528839,0.43235769867897034,0.9128788113594055,0.9121679345242014,0:12
99,0.40061715245246887,0.43135640025138855,0.9154040217399597,0.9147670163655731,0:12
