epoch,train_loss,valid_loss,accuracy,macro_f1,time
25,0.09723227471113205,0.10364586114883423,0.8383838534355164,0.8373347608643531,0:12
26,0.09678579866886139,0.09765629470348358,0.8274410963058472,0.8229452561166727,0:12
27,0.09473151713609695,0.10397820919752121,0.8535353541374207,0.852654509748966,0:12
28,0.09480765461921692,0.09622040390968323,0.8118686676025391,0.8041942764488518,0:12
29,0.0950101688504219,0.12707282602787018,0.8463804721832275,0.8456779283934963,0:12
30,0.09218304604291916,0.2571015954017639,0.817340075969696,0.8134316687544763,0:12
31,0.09236985445022583,0.1194072812795639,0.8278619647026062,0.8268232054742406,0:12
32,0.09282426536083221,0.2913145124912262,0.8211279511451721,0.8199665359320445,0:12
33,0.09149082750082016,0.09487427026033401,0.8430134654045105,0.839759010354553,0:12
34,0.09246102720499039,0.10070469230413437,0.8278619647026062,0.8255721971202891,0:12
35,0.09221669286489487,0.09254928678274155,0.8564814925193787,0.8556287477727635,0:12
36,0.09162727743387222,0.10606619715690613,0.8287037014961243,0.8233392307819696,0:12
37,0.09323380142450333,0.22787681221961975,0.6969696879386902,0.6868823684945706,0:12
38,0.09083288908004761,0.10597723722457886,0.8430134654045105,0.8422950714478854,0:12
39,0.08937617391347885,0.08537198603153229,0.8552188277244568,0.8540193458929412,0:12
40,0.08792927116155624,0.08481203764677048,0.8518518805503845,0.8494145259880632,0:12
41,0.08694808930158615,0.08319517970085144,0.8707912564277649,0.8701488750656218,0:12
42,0.08590509742498398,0.10927173495292664,0.8446969985961914,0.8433836042689912,0:12
43,0.0847005546092987,0.0834963396191597,0.872053861618042,0.8711703120886756,0:12
44,0.08469583094120026,0.2888447046279907,0.750420868396759,0.7432768585820214,0:12
45,0.08478309959173203,0.09651011973619461,0.8577440977096558,0.8566781951213204,0:12
46,0.08487062901258469,0.09392562508583069,0.8602693676948547,0.8595858249893816,0:12
47,0.08402768522500992,0.07963231205940247,0.8670033812522888,0.8659276567263104,0:12
48,0.08371824026107788,0.08549346029758453,0.8640572428703308,0.8633228031038627,0:12
49,0.08243976533412933,0.08580492436885834,0.8627946376800537,0.8608724076636284,0:12
50,0.08076601475477219,0.10594653338193893,0.8005050420761108,0.7907216791099909,0:12
51,0.07925853133201599,0.08244317024946213,0.8703703880310059,0.8697605986587595,0:12
52,0.0792037770152092,0.08200483024120331,0.8787878751754761,0.8780719430977956,0:12
53,0.07926838845014572,0.07532845437526703,0.8876262903213501,0.8866364715706107,0:13
54,0.07863420993089676,0.10631964355707169,0.8472222089767456,0.846225459123824,0:12
55,0.07719739526510239,0.10290087014436722,0.8463804721832275,0.8455822371378033,0:12
56,0.07584355771541595,0.09507356584072113,0.8320707082748413,0.8310654054526504,0:12
57,0.07535891979932785,0.09280050545930862,0.8497474789619446,0.8489886477302465,0:12
58,0.07478853315114975,0.08590800315141678,0.8737373948097229,0.8712011913601547,0:12
59,0.07445600628852844,0.07052481919527054,0.8930976390838623,0.8921871409097554,0:13
60,0.07243860512971878,0.08187239617109299,0.875420868396759,0.8749239801437757,0:12
61,0.07186420261859894,0.0799451544880867,0.8653198480606079,0.8645996689936692,0:12
62,0.07075183093547821,0.07882995158433914,0.869528591632843,0.8662262094798063,0:12
63,0.07066228240728378,0.07454920560121536,0.878367006778717,0.8775384601057088,0:12
64,0.06992777436971664,0.07634782791137695,0.8838383555412292,0.882863784250848,0:12
65,0.06953404098749161,0.07180155813694,0.8897306323051453,0.8889834591193454,0:13
66,0.06962738931179047,0.07358498871326447,0.8893097639083862,0.8885254739989464,0:12
67,0.06804105639457703,0.07616399228572845,0.8930976390838623,0.8922624288317487,0:12
68,0.06695046275854111,0.07734653353691101,0.8863636255264282,0.8853245655894503,0:13
69,0.06650470942258835,0.07339949905872345,0.880892276763916,0.8788925397446162,0:12
70,0.06644287705421448,0.11086351424455643,0.8354377150535583,0.8345789328405129,0:12
71,0.06602752953767776,0.07124567776918411,0.8922559022903442,0.8915560436321653,0:12
72,0.0650523230433464,0.11091684550046921,0.8535353541374207,0.8529460585190222,0:12
73,0.06458181887865067,0.06956182420253754,0.8960437774658203,0.8950321289901314,0:13
74,0.06381519883871078,0.06912119686603546,0.8998316526412964,0.8988449496615891,0:12
75,0.06333817541599274,0.06953102350234985,0.8973063826560974,0.8965982756932211,0:12
76,0.06277534365653992,0.06757272779941559,0.8914141654968262,0.8900239283719258,0:12
77,0.061837658286094666,0.06597929447889328,0.8989899158477783,0.898255005836908,0:12
78,0.06200191751122475,0.0666179433465004,0.9027777910232544,0.9022199786524792,0:12
79,0.06196853518486023,0.06729447096586227,0.8956229090690613,0.8947735577428658,0:12
80,0.06106660142540932,0.06649196147918701,0.8981481194496155,0.8972673485543351,0:12
81,0.06000802293419838,0.0698155090212822,0.8981481194496155,0.8973510875116242,0:12
82,0.06006740406155586,0.06781419366598129,0.8989899158477783,0.8981243630156089,0:12
83,0.05886046215891838,0.0688278079032898,0.9006733894348145,0.899956926409773,0:12
84,0.05861059948801994,0.0661807730793953,0.9010942578315735,0.9005484733923339,0:12
85,0.05771297961473465,0.06801611930131912,0.8964646458625793,0.8958225256833409,0:12
86,0.05790596082806587,0.06858561187982559,0.8989899158477783,0.8982782023244462,0:12
87,0.05828746780753136,0.0659150630235672,0.9002525210380554,0.899475231024456,0:12
88,0.05686049163341522,0.07048612833023071,0.8909932374954224,0.8896721644154557,0:12
89,0.05609418824315071,0.0673738494515419,0.9010942578315735,0.9003196526516252,0:12
90,0.056834373623132706,0.06754879653453827,0.9010942578315735,0.9002824706069384,0:12
91,0.056528959423303604,0.06601806730031967,0.8998316526412964,0.8990230851808728,0:12
92,0.05663131922483444,0.0664045438170433,0.8994107842445374,0.8985137612722544,0:12
93,0.05587446317076683,0.06737969070672989,0.8981481194496155,0.8974487197502538,0:12
94,0.05537602677941322,0.06601555645465851,0.8989899158477783,0.8980294594045771,0:12
95,0.05595320835709572,0.06694547832012177,0.8994107842445374,0.8986185095539196,0:12
96,0.05623992159962654,0.06651420146226883,0.9010942578315735,0.9001704878536523,0:12
97,0.05567266047000885,0.06645585596561432,0.9015151262283325,0.9008106865944908,0:12
98,0.0549933984875679,0.06654313206672668,0.8998316526412964,0.8989913723876323,0:12
99,0.054973192512989044,0.06627082824707031,0.8989899158477783,0.8982354801185798,0:12
